fips,county_name,state_name,category,topic_area,year,variable_name,value
17085,Jo Daviess County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17085,Jo Daviess County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,1
17085,Jo Daviess County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,1
17085,Jo Daviess County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17085,Jo Daviess County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17085,Jo Daviess County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.6
17085,Jo Daviess County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,141.1040104
17085,Jo Daviess County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,23.80290822
17087,Johnson County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17087,Johnson County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17087,Johnson County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,0
17087,Johnson County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17087,Johnson County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17087,Johnson County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.1
17087,Johnson County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,2.868217054
17089,Kane County,Illinois,Food Access,Food Insecurity,2018,food_banks,1
17089,Kane County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,5
17089,Kane County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,30
17089,Kane County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,5
17089,Kane County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,4
17089,Kane County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,9.3
17089,Kane County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,4.657104328
17089,Kane County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,1.456981635
17091,Kankakee County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17091,Kankakee County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,5
17091,Kankakee County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,10
17091,Kankakee County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,5
17091,Kankakee County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,7
17091,Kankakee County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8
17091,Kankakee County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,3.704210574
17093,Kendall County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17093,Kendall County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,1
17093,Kendall County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,1
17093,Kendall County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,1
17093,Kendall County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17093,Kendall County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,9.4
17093,Kendall County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,8.825999461
17093,Kendall County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.68136082
17095,Knox County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17095,Knox County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,4
17095,Knox County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,7
17095,Knox County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,4
17095,Knox County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,2
17095,Knox County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.6
17095,Knox County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,15.75891623
17095,Knox County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,2.942454283
17097,Lake County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17097,Lake County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,8
17097,Lake County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,26
17097,Lake County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,8
17097,Lake County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,7
17097,Lake County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,9
17097,Lake County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,1.709972709
17099,LaSalle County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17099,LaSalle County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,5
17099,LaSalle County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,7
17099,LaSalle County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,5
17099,LaSalle County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,4
17099,LaSalle County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.2
17099,LaSalle County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,1.571769922
17099,LaSalle County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.381585761
17101,Lawrence County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17101,Lawrence County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,1
17101,Lawrence County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,2
17101,Lawrence County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,1
17101,Lawrence County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17101,Lawrence County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.7
17101,Lawrence County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,14.04007917
17101,Lawrence County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,6.061355764
17103,Lee County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17103,Lee County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,1
17103,Lee County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,1
17103,Lee County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,1
17103,Lee County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,1
17103,Lee County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.6
17103,Lee County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,14.12544324
17105,Livingston County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17105,Livingston County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,2
17105,Livingston County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,2
17105,Livingston County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,2
17105,Livingston County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,1
17105,Livingston County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.5
17105,Livingston County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,14.37647188
17105,Livingston County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,5.394599923
17107,Logan County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17107,Logan County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17107,Logan County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,1
17107,Logan County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17107,Logan County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,1
17107,Logan County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.9
17107,Logan County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,6.975551376
17107,Logan County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,3.043255257
17109,McDonough County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17109,McDonough County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,5
17109,McDonough County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,6
17109,McDonough County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,4
17109,McDonough County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,2
17109,McDonough County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.4
17109,McDonough County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,4.931382409
17111,McHenry County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17111,McHenry County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,2
17111,McHenry County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,4
17111,McHenry County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,2
17111,McHenry County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,1
17111,McHenry County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.9
17111,McHenry County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,16.26865768
17111,McHenry County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.427015871
17113,McLean County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17113,McLean County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,8
17113,McLean County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,16
17113,McLean County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,7
17113,McLean County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,10
17113,McLean County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.7
17113,McLean County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,3.372221255
17113,McLean County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,3.790121307
17115,Macon County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17115,Macon County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,4
17115,Macon County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,17
17115,Macon County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,4
17115,Macon County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,10
17115,Macon County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.4
17115,Macon County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,0.538747271
17115,Macon County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.283551195
17117,Macoupin County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17117,Macoupin County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,1
17117,Macoupin County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,4
17117,Macoupin County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17117,Macoupin County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,1
17117,Macoupin County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.2
17117,Macoupin County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,4.466839766
17117,Macoupin County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,1.29824407
17119,Madison County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17119,Madison County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,16
17119,Madison County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,25
17119,Madison County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,16
17119,Madison County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,18
17119,Madison County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.5
17119,Madison County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,4.185692542
17121,Marion County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17121,Marion County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,5
17121,Marion County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,6
17121,Marion County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,4
17121,Marion County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,3
17121,Marion County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.2
17121,Marion County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,2.585615535
17123,Marshall County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17123,Marshall County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17123,Marshall County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,0
17123,Marshall County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17123,Marshall County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17123,Marshall County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.4
17123,Marshall County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,10.99744246
17125,Mason County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17125,Mason County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,2
17125,Mason County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,2
17125,Mason County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,1
17125,Mason County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17125,Mason County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.4
17125,Mason County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,1.531170252
17127,Massac County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17127,Massac County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,1
17127,Massac County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,2
17127,Massac County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,1
17127,Massac County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,1
17127,Massac County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.8
17127,Massac County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,24.40044618
17129,Menard County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17129,Menard County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17129,Menard County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,0
17129,Menard County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17129,Menard County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17129,Menard County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.9
17129,Menard County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,7.921600653
17129,Menard County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.571661903
17131,Mercer County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17131,Mercer County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,1
17131,Mercer County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,1
17131,Mercer County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17131,Mercer County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17131,Mercer County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.2
17131,Mercer County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,2.561147394
17131,Mercer County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,1.536688436
17133,Monroe County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17133,Monroe County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17133,Monroe County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,0
17133,Monroe County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17133,Monroe County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17133,Monroe County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,9
17133,Monroe County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,3.695339766
17135,Montgomery County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17135,Montgomery County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,4
17135,Montgomery County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,4
17135,Montgomery County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,3
17135,Montgomery County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,3
17135,Montgomery County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.8
17135,Montgomery County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,3.056616881
17135,Montgomery County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.729419937
17137,Morgan County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17137,Morgan County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,5
17137,Morgan County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,5
17137,Morgan County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,4
17137,Morgan County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,2
17137,Morgan County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.3
17137,Morgan County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,11.21368128
17139,Moultrie County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17139,Moultrie County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17139,Moultrie County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,0
17139,Moultrie County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17139,Moultrie County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17139,Moultrie County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.8
17139,Moultrie County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,12.32298475
17139,Moultrie County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,2.791394336
17141,Ogle County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17141,Ogle County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,2
17141,Ogle County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,2
17141,Ogle County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,2
17141,Ogle County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17141,Ogle County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.5
17141,Ogle County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,6.012181031
17143,Peoria County,Illinois,Food Access,Food Insecurity,2018,food_banks,1
17143,Peoria County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,16
17143,Peoria County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,25
17143,Peoria County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,16
17143,Peoria County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,18
17143,Peoria County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.4
17143,Peoria County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,2.513510117
17145,Perry County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17145,Perry County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,2
17145,Perry County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,2
17145,Perry County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,2
17145,Perry County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,3
17145,Perry County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.5
17145,Perry County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,4.933051445
17145,Perry County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,1.597369039
17147,Piatt County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17147,Piatt County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17147,Piatt County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,0
17147,Piatt County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17147,Piatt County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17147,Piatt County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,9.2
17147,Piatt County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,3.891760413
17149,Pike County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17149,Pike County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,4
17149,Pike County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,4
17149,Pike County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,1
17149,Pike County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17149,Pike County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.8
17149,Pike County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,1.833006763
17151,Pope County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17151,Pope County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17151,Pope County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,0
17151,Pope County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17151,Pope County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17151,Pope County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.9
17151,Pope County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,0.462427746
17153,Pulaski County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17153,Pulaski County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,2
17153,Pulaski County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,2
17153,Pulaski County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17153,Pulaski County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,2
17153,Pulaski County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,6.6
17155,Putnam County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17155,Putnam County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17155,Putnam County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,0
17155,Putnam County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17155,Putnam County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17155,Putnam County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,9
17157,Randolph County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17157,Randolph County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,1
17157,Randolph County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,1
17157,Randolph County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,1
17157,Randolph County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,1
17157,Randolph County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.3
17157,Randolph County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,1.603799772
17157,Randolph County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,6.199302964
17159,Richland County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17159,Richland County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17159,Richland County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,2
17159,Richland County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17159,Richland County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17159,Richland County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.3
17159,Richland County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,9.936481982
17159,Richland County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,2.515565059
17161,Rock Island County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17161,Rock Island County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,10
17161,Rock Island County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,21
17161,Rock Island County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,10
17161,Rock Island County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,8
17161,Rock Island County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8
17161,Rock Island County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,0.635324015
17161,Rock Island County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.013811392
17163,St. Clair County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17163,St. Clair County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,20
17163,St. Clair County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,27
17163,St. Clair County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,20
17163,St. Clair County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,19
17163,St. Clair County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,6.7
17163,St. Clair County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,2.232559557
17163,St. Clair County,Illinois,Food Retail,General Intermediated,2017,intermediated_sales_per_capita,0.049527772
17165,Saline County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17165,Saline County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,3
17165,Saline County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,5
17165,Saline County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,3
17165,Saline County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,2
17165,Saline County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,6.3
17165,Saline County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,0.165961331
17167,Sangamon County,Illinois,Food Access,Food Insecurity,2018,food_banks,1
17167,Sangamon County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,5
17167,Sangamon County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,24
17167,Sangamon County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,5
17167,Sangamon County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,12
17167,Sangamon County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,7.9
17167,Sangamon County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,1.023150693
17169,Schuyler County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17169,Schuyler County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,1
17169,Schuyler County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,2
17169,Schuyler County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17169,Schuyler County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17169,Schuyler County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8
17169,Schuyler County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,1.279317697
17171,Scott County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17171,Scott County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,0
17171,Scott County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,0
17171,Scott County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17171,Scott County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17171,Scott County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.5
17173,Shelby County,Illinois,Food Access,Food Insecurity,2018,food_banks,0
17173,Shelby County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and10,1
17173,Shelby County,Illinois,Food Access,Food Insecurity,2019,food_desert_half_and10,2
17173,Shelby County,Illinois,Food Access,Food Insecurity,2019,food_desert_1and20,0
17173,Shelby County,Illinois,Food Access,Food Insecurity,2019,food_desert_vehicle,0
17173,Shelby County,Illinois,Community Characteristics,Population,2020,rwj_food_environment_index,8.1
17173,Shelby County,Illinois,Food Retail,General DTC,2017,direct_sales_per_capita,4.926561996
